Texto	Humanos	Logistic Regression	Naive Bayes	Support Vector Machines	Ensemble
esses carregador da Apple é uma merda slccccc	-1.0	Negativo	Negativo	Negativo	Negativo
@homewreckex ISSO NÃO É CULPA MINHA!!!!!! culpe os carregadores da apple a culpa é deles	-1.0	Positivo	Positivo	Negativo	Positivo
Minha vida tá tão cagada que tô me sentindo o DiCaprio no Regresso	-1.0	Positivo	Negativo	Negativo	Negativo
Odeio quando peço alguma coisa a alguém e se esquecem de o fazer	-1.0	Negativo	Positivo	Negativo	Negativo
Estão querendo dizer que a ZIKA não é brasileira! Tudo pela OLIMPÍADA! O governo está poucoseimportando com essas mães!	-1.0	Positivo	Positivo	Negativo	Positivo
Por vinhetas de no máximo 5 segundos nos videos do youtube... Vcs sabiam q eu perco o interesse no video se a vinheta for longa demais???	-1.0	Negativo	Negativo	Negativo	Negativo
Q LOKK AGORA TÁ CHOVENDO ETA RIO DE JANEIRO DOIDO ACriseChegouEmLudrigo	-1.0	Negativo	Negativo	Negativo	Negativo
eu n consigo comer hambúrguer d carne tenho um nojo da porra	-1.0	Negativo	Positivo	Negativo	Negativo
O foda de casar com Flavinha é que eu ainda nem casei e ela já ta me dando o trabalho de ir no Facebook dela e ver um vídeo	-1.0	Negativo	Negativo	Negativo	Negativo
o meu joelho tá parecendo uma bola de basquete	-1.0	Negativo	Negativo	Negativo	Negativo
acho que nem vou no vôlei hoje	-1.0	Positivo	Negativo	Negativo	Negativo
Odeio quando só dão vista 😈😈😈	-1.0	Negativo	Negativo	Positivo	Negativo
Sao Paulo e seu transito maligno ...!	-1.0	Positivo	Positivo	Negativo	Positivo
Odeio gente que desmarca as coisas comigo em cima da hora	-1.0	Negativo	Positivo	Negativo	Negativo
São Paulo hoje tem cerca de 80000 de km de congestionamento	-1.0	Negativo	Negativo	Positivo	Negativo
A sensação de ir perdendo alguém aos poucos é terrível	-1.0	Negativo	Negativo	Negativo	Negativo
claro, eu é que me fodo	-1.0	Positivo	Negativo	Negativo	Negativo
meu celular tá péssimo quero outro	-1.0	Negativo	Negativo	Positivo	Negativo
Pior aniversário que minha avó pode ter	-1.0	Negativo	Negativo	Negativo	Negativo
1.Temer diz que PMDB precisa de um Presidente da República em 2018. Isso já está mais do que claro, resta saber se o Brasil também precisa.	-1.0	Positivo	Negativo	Negativo	Negativo
@jolierobio o miojo, se dispensar aquele sachê horroroso de tempero que vem nele, dá no mesmo dos outros; agora o tang...	-1.0	Negativo	Positivo	Negativo	Negativo
O meu pai disse me que o meu avo esta cada vez pior..	-1.0	Negativo	Negativo	Negativo	Negativo
To a quase 1h com a apple no telefone..	-1.0	Negativo	Negativo	Negativo	Negativo
@kianlaugh demais, amo eles dois juntos mas da um medinho de saber que eles são namorados ne tipo, e se eles terminarem? acabou musica	-1.0	Negativo	Positivo	Positivo	Positivo
nem gosto mt de sair nesse estado ''louca'' q estou, pq se encontro uma vaca na rua, eu dou na cara com uma mao mesmo	-1.0	Negativo	Negativo	Positivo	Negativo
Amo esse localizador do Twitter, ele me leva para o Brasil inteiro em apenas 05 minutos. Chapecó, São Paulo, Americana e eu estou em Sumaré	-1.0	Positivo	Negativo	Negativo	Negativo
@CaneladaCoxa @percycoxa não adianta um estatuto maravilhoso, um plano de gestão animal se os decisores são ruins, incompetentes e fracos	-1.0	Positivo	Negativo	Negativo	Negativo
vai passar Alexandre e o dia terrível,horrível,espantoso e horroroso	-1.0	Negativo	Negativo	Negativo	Negativo
Esse tempo chove e não molha esta terrivel	-1.0	Negativo	Negativo	Negativo	Negativo
meu eu não sei porque as pessoas insistem em me dar coisas da cacau show	-1.0	Negativo	Negativo	Positivo	Negativo
Meus pés tão super inchados, pq fiquei mt tempo em pé passando roupa	-1.0	Positivo	Positivo	Positivo	Positivo
Nunca achei q iria dizer isso, mas vcs falando o tempo todo de Star Wars tava menos insuportável do q vcs falando o tempo todo de Deadpool	-1.0	Positivo	Negativo	Positivo	Positivo
que horroroso esse richard	-1.0	Negativo	Negativo	Negativo	Negativo
"""eu vivo de séries e tenho um twitter, não transo"""	-1.0	Positivo	Negativo	Negativo	Negativo
Adelia, sua bunda é falsa... e seu cabelo é horroroso #BBB16	-1.0	Negativo	Negativo	Negativo	Negativo
@judiota eu acho horroroso	-1.0	Positivo	Negativo	Negativo	Negativo
@FakeArtur mas não é esse o problema: não há nenhuma disposição do PT em levantar assunto difícil. Filhos da Puta, tem três anos de governo.	-1.0	Negativo	Negativo	Negativo	Negativo
Até as página fake da ana e da munik tem mais seguidores do que o Tamiel, não vou mentir adoro #foratamiel #bbb16	-1.0	Negativo	Negativo	Negativo	Negativo
Hipoglos tem um cheiro mt ruim	-1.0	Positivo	Positivo	Positivo	Positivo
@KylieJenner q tênis horroroso eh esse kylie	-1.0	Negativo	Negativo	Negativo	Negativo
PC filho da puta a instalação do Win 10 estava em 95% ai desliga do nadaaaa.... Porra de Asus, nunca mais, nunca mais!	-1.0	Negativo	Negativo	Negativo	Negativo
@crlvitin por isso q boticário fede kkkkkkkkkkkk dx eu dormi	-1.0	Positivo	Negativo	Positivo	Positivo
Acordar 5 horas da manhã não é meu forte mais	-1.0	Negativo	Positivo	Negativo	Negativo
Azelia banks eh uma nojenta, adora chamar a atenção falando mal dos artistas sendo que ela nem sucesso faz	-1.0	Negativo	Positivo	Negativo	Negativo
Inauguração do banheiro do Mario!! Tanta coisa p melhorar naquela escola e eles preocupados c inauguração de banheiro DO MARIO	-1.0	Positivo	Negativo	Negativo	Negativo
deixei 1 cadeira para tras... das 8 que tive. A maior parte deixou tudo 1 para trás. Porque esta universidade é uma merda :)))))))))))	-1.0	Positivo	Negativo	Negativo	Negativo
.  .  . Árabia deu ruim 󾭘󾭚󾟴  #tardeboa󾌴󾌴󾮟🏽	-1.0	Positivo	Positivo	Negativo	Positivo
Meu caderno do star wars é lindo demais	-1.0	Positivo	Positivo	Positivo	Positivo
Agora o pessoal do snap conhece meu pé horroroso. Estamos íntimos!	-1.0	Negativo	Positivo	Negativo	Negativo
Sensação ruim	-1.0	Negativo	Negativo	Negativo	Negativo
@gomesraphael @_GabrielCorrea PSG é um Bragantino com Grife no Brasil  time horroroso time pequeno nunca ganhou 1 titulo Europeu Cristiano	-1.0	Positivo	Negativo	Positivo	Positivo
@spiderxrman tenho medo de um dia ser realmenter real	-1.0	Negativo	Negativo	Negativo	Negativo
cara odeio a rafique kkkkkk	-1.0	Negativo	Negativo	Positivo	Negativo
Tava andando na rua, e uma mulher me parou perguntando se eu estava interessada de fazer teste p comercial da boticário CAGUEI DE MEDO	-1.0	Negativo	Negativo	Negativo	Negativo
Haja impostos nessa porcaria de governo 😡	-1.0	Negativo	Negativo	Negativo	Negativo
Se a cláusula no contrato do Governo com privados que permite ao sócio minoritário nomear toda a comissão executiva fosse inversa era ilegal	-1.0	Negativo	Negativo	Negativo	Negativo
tem uma coisa que eu odeio aqui em casa é quando meus irmãos acham que eu tenho que fica dividindo tudo que tenho com eles 😬	-1.0	Negativo	Negativo	Negativo	Negativo
@FakeArtur @JSebRibeiro compreensĩvel, mas vc acha justificável o partido do governo se abster de governar?	-1.0	Negativo	Negativo	Negativo	Negativo
Hoje o dia começou péssimo e ainda está péssimo, se eu não conseguir sair hojee vou ficar muito boladaa	-1.0	Negativo	Negativo	Negativo	Negativo
@luizaBluboni @kayla_tauil @spottedniteroi5 @giuliabreis nem fudendo, o meu tá horroroso Luiza	-1.0	Negativo	Negativo	Negativo	Negativo
E um dia lula chamou governo FHC de herança maldita. Difícil é citar 1a só maldição desde a chegada do @ptbrasil ao governo. @MPF_PGR	-1.0	Negativo	Negativo	Negativo	Negativo
odeio tanto gente que só sabe falar de macho pqp	-1.0	Positivo	Negativo	Negativo	Negativo
Tira o Rio Grande do Sul e Santa Catarina, Mariana Santos. #AmorESexo	-1.0	Positivo	Positivo	Positivo	Positivo
outra aquela banda era mt ruim, e q ingles pessimo chegava a sangrar os ouvidos	-1.0	Negativo	Negativo	Negativo	Negativo
Daniel fdp quase arrancou minha unha no basquete	-1.0	Positivo	Negativo	Negativo	Negativo
Não sei o que está pior hoje, o meu cabelo ou a minha cara 😊	-1.0	Negativo	Negativo	Positivo	Negativo
Se te abandonou na pior não vai te merecer na melhor...	-1.0	Negativo	Negativo	Negativo	Negativo
Tem outra maneira de entrar na universidade pública sem prestar alguma prova?! Não né, mas podia	-1.0	Positivo	Negativo	Negativo	Negativo
oi eu odeio vc	-1.0	Positivo	Negativo	Positivo	Positivo
Mano, vou hj no cinema com o Paulinho.. Vamos ver O Regresso. O filme tem 2hs e meia. Eu já to dormindo kk	-1.0	Negativo	Positivo	Negativo	Negativo
se tem uma pessoa que me ignora gostoso  é´essa menina  misericordia	-1.0	Negativo	Negativo	Negativo	Negativo
Biel ta aqui desesperado falando que pista esgotou, eu ja sei porra af	-1.0	Negativo	Negativo	Negativo	Negativo
Nem gosto	-1.0	Positivo	Negativo	Positivo	Positivo
@katypolar se ficar eu me mato, pior do que isso impossível	-1.0	Negativo	Negativo	Negativo	Negativo
pq nesse ritmo loko eu n passo nem na (pensando em uma universidade ruim)	-1.0	Negativo	Positivo	Negativo	Negativo
@LuNineyBR elez tem rasao nimtemdo e cega sao uma bosta pra bebe jogar legau mezmo e pleistation e xbox que ten jogoz legais	-1.0	Negativo	Negativo	Negativo	Negativo
@Porrabielll @viirgem kkkkk pior que n eh bem assim	-1.0	Negativo	Negativo	Negativo	Negativo
Sinto que o namorado da Tais n gosta de mim, pq ele curtiu todas as fotos do facebook da tais, menos as que ela tá comigo.	-1.0	Negativo	Negativo	Negativo	Negativo
Mas depois, quando acontece alguma coisa...na televisão só conta que 1 parte é ruim pois agrediu. Deus me dê paciência que essa tá pouca já	-1.0	Negativo	Negativo	Negativo	Negativo
Toda vez que assinam com gravadora ficam lixo, o último show legal que fui deles foi em 2013 e depois só o dvd	-1.0	Positivo	Negativo	Positivo	Positivo
@ Deus eu ja nao sou legal podia ser pelo menos bonita	-1.0	Positivo	Negativo	Negativo	Negativo
o tempo no rio de janeiro é assim, começa com sol 40 graus e termina com temporal tudo nublado	-1.0	Negativo	Negativo	Negativo	Negativo
filme de terror celular vibra do nada legal muito legal	-1.0	Positivo	Positivo	Positivo	Positivo
O Regresso não amigos é cilada vao pra deadpool msm	-1.0	Negativo	Negativo	Negativo	Negativo
Uma da primeiras medidas do Temer deveria ser extinguir essa merda de @HumanizaRedes!	-1.0	Positivo	Positivo	Positivo	Positivo
Eita servicinho ruim einnnnn @TIMBrasil @tim_ajuda	-1.0	Negativo	Negativo	Negativo	Negativo
thaynara me deu uma dose de vácuo no bp do facebook	-1.0	Negativo	Negativo	Negativo	Negativo
Não sei Pq o fogo no cu da Apple de mudar o E pra É, eu sei colocar acento caralho, quando eu quiser eu coloco @apple	-1.0	Positivo	Negativo	Negativo	Negativo
o exército só faz perder tempo puta merda	-1.0	Negativo	Negativo	Negativo	Negativo
Tou c os pés geladosss !!!	-1.0	Positivo	Positivo	Negativo	Positivo
@marceloibis + de governo. O número que eu quero não é o@de quantas famílias estão no bolsa família. Eu quero saber quantas saíram.	-1.0	Negativo	Negativo	Negativo	Negativo
RODEI AQUELA DESGRAÇA DA SANTA IFIGENIA INTEIRA  ATRAS DE UM CONTROLE ARCADE PRA PS4  PRA JOGAR MEU STREETINHO  NÃO TEM  EM SP N TEM	-1.0	Positivo	Positivo	Negativo	Positivo
Deu ruim, odeio PS4	-1.0	Positivo	Positivo	Negativo	Positivo
@jonnvictor eu vou passar fome na universidade, tenho certeza depois desses preços	-1.0	Negativo	Positivo	Positivo	Positivo
@TheLoveSchoolTV quem ama não trai, quem ama respeita, se policia. Se a desculpa é falta de atenção, nada que um bom diálogo não resolva.	-1.0	Positivo	Negativo	Negativo	Negativo
N gosto de ficar com marquinha da parte debaixo do biquíni 🌚	-1.0	Negativo	Negativo	Positivo	Negativo
Ficar mal pleno sábado n é legal	-1.0	Positivo	Positivo	Positivo	Positivo
""" A pior prisão é um coração fechado ""  - São João Paulo ll"	-1.0	Positivo	Negativo	Negativo	Negativo
nossa que menina chata assistindo minha seriezinha te odeio	-1.0	Negativo	Negativo	Negativo	Negativo
Pareço legal mas ja rodei um cachorro filhote até ele ficar tonto	-1.0	Positivo	Negativo	Positivo	Positivo
@vishidoidao o ruim e que daqui a pouco vch me dar unfollow	-1.0	Negativo	Negativo	Negativo	Negativo
@vitorsmeireles @McDonalds_BR uma vez eu pedi um mc chicken jr que veio sem a chicken <3	-1.0	Positivo	Positivo	Positivo	Positivo
@und3rcuting @gabstenorio @inesbrdancando Aí essa Inês tá terrível, né mor? Toda panterona alemã dançando com a mangueira	-1.0	Negativo	Negativo	Negativo	Negativo
@BosesMadchen_ ja li tb, mas por outro lado faz com q as pessoas com baixa escolaridade e etc n tenham voz perante o governo	-1.0	Negativo	Negativo	Negativo	Negativo
SERVIÇO DE VOCÊS CADA DIA MAIS PÉSSIMO @digaoi	-1.0	Negativo	Negativo	Negativo	Negativo
to sem celular entao provavelmente hoje eu nao tuite mais nada n sei mexer no twitter pelo pc eh terrivel como vcs conseguem	-1.0	Negativo	Negativo	Negativo	Negativo
@jessicaaacf tu aguentas com pior não é puta de merda?	-1.0	Negativo	Negativo	Negativo	Negativo
Que 2 tempo péssimo do real,se não fosse o Navas já tinha tomado mais um,Ta feio a coisa	-1.0	Negativo	Negativo	Negativo	Negativo
Tava Tudo Meio Médio, Agora Tá Tudo Meio Merda.. kkk	-1.0	Negativo	Negativo	Negativo	Negativo
Ew odeio ter que tomar comprimidos	-1.0	Negativo	Negativo	Negativo	Negativo
Eu fico tão infeliz da minha vida quando vos ouço a dizer que o vosso clube é a vossa vida o pior é mm ainda considerarem ter vida	-1.0	Negativo	Negativo	Negativo	Negativo
@batesmostel nossa mas aí também é demais nossa eu mandava tomar no cu	-1.0	Negativo	Negativo	Negativo	Negativo
caralho mano, meu sony vegas nao para de crashaaaaar	-1.0	Negativo	Negativo	Negativo	Negativo
@fewsjaguar aonde ? Credo, ele pode ter feito um álbum bom, mas ele ao vivo é um horror	-1.0	Positivo	Positivo	Negativo	Positivo
Quando até o Jornal Nacional tem que admitir que houve corrupção no governo @geraldoalckmin_ Povo do PSDB desviando verba de merenda escolar	-1.0	Negativo	Negativo	Negativo	Negativo
enfim acabei o desabafo e parem com essa merda de xingar a cacau show so pq ela tweetou sobre cs bjinhos de luz e se comportem	-1.0	Negativo	Positivo	Negativo	Negativo
Q péssimo	-1.0	Negativo	Negativo	Negativo	Negativo
@meninava @McDonalds_BR e eu que pedi acrescimo de bacon, paguei e NÃO VEIO O BACON. Foi uma morte horrivel por dentro	-1.0	Positivo	Positivo	Negativo	Positivo
Quando sua opinião for um bombom da cacau show vc me da	-1.0	Negativo	Negativo	Positivo	Negativo
@Iron_fall @CruzeiroStats a diferença é a mancha né... Ser vice é ruim mas não mancha história.	-1.0	Negativo	Negativo	Negativo	Negativo
tu sai na rua e tem medo de viatura, ce busca o que? liberdade ou proteção?	-1.0	Negativo	Negativo	Negativo	Negativo
EU ODEIO ESCREVER CIENTIFIQUÊS EM INGLÊS aaa	-1.0	Negativo	Negativo	Negativo	Negativo
@13Nandaswift em relação q ela disse como taylor aborda dinheiro feminismo e a situação da Apple infelizmente é verdade	-1.0	Negativo	Negativo	Negativo	Negativo
EU ODEIO MT REFRIGERANTE PRINCIPALMENTE COCA	-1.0	Negativo	Negativo	Negativo	Negativo
povo não sabe cuidar do celular e fica colocando a culpa na asus, acho incrível	-1.0	Negativo	Negativo	Negativo	Negativo
Eu acho Matheus horroroso.Por dentro e por fora.	-1.0	Negativo	Positivo	Negativo	Negativo
E por falar em Boticário, ok que  tenham metas a bater mas a insistência chega a ser constrangedora. Eu saí da loja irritada e não comprei	-1.0	Negativo	Negativo	Negativo	Negativo
Péssimo dia pra ganhar uma cólica	-1.0	Negativo	Positivo	Negativo	Negativo
papo de outback hoje porém falta grana	-1.0	Negativo	Negativo	Negativo	Negativo
@Odilhao conta isso pra Asus. E pra Samsung. Nunca mais ponho meu dinheiro nesse robô verde do caraio.	-1.0	Negativo	Positivo	Negativo	Negativo
@dih_cavalcante só isso né ? Devo me preocupar ? SIM OU CLARO ? BLE	-1.0	Positivo	Positivo	Negativo	Positivo
Eu sozinha em casa e a luz acaba, mt legal isso	-1.0	Positivo	Positivo	Negativo	Positivo
@littmew talvez billdip seja pior mas stancest. stancest me faz querer morrer	-1.0	Negativo	Negativo	Negativo	Negativo
@bbb SEU CABELO É HORROROSO, SEU DENTE É FALSO, A MANIPULAÇÃO É NOJENTA!	-1.0	Positivo	Negativo	Negativo	Negativo
17h45 O Rio de Janeiro acaba de entrar em estágio de atenção. @LeiSecaRJ @RadarCostaVerde	-1.0	Negativo	Negativo	Negativo	Negativo
já vi merdas tão paneleiras por causa do dia dos namorados	-1.0	Negativo	Negativo	Negativo	Negativo
Vitória é terrível	-1.0	Negativo	Negativo	Negativo	Negativo
Queira que esse ano o wifi da universidade preste pq a situação tá complicada tem nem como ver o horário do ônibus	-1.0	Negativo	Negativo	Positivo	Negativo
Quantos cabos da Apple a gente precisa comprar nessa vida?	-1.0	Positivo	Positivo	Negativo	Positivo
Universidade dá cabo de uma pessoa	-1.0	Negativo	Negativo	Negativo	Negativo
chorei mt hj dps q amanda me falou um negocio	-1.0	Negativo	Negativo	Positivo	Negativo
Um dia super ensolarado, céu limpo, o canto dos pássaros... Parece MESMO um excelente dia para morrer.	-1.0	Positivo	Positivo	Negativo	Positivo
@cacaushow @jainewebber  Só porque não gostam de 1 casal ficticio penalizam a Cacau Show?! Lá se vai a liberdade de expressão!!	-1.0	Positivo	Positivo	Negativo	Positivo
eu odeio esses carregadores da Apple	-1.0	Negativo	Negativo	Negativo	Negativo
Só pq q call tava ficando interessante ela teve que sair !!!!😪😪😪	-1.0	Positivo	Positivo	Negativo	Positivo
Aquela depressão que te bate ao cair na realidade e saber que depois que tu ir embora de Santa Catarina tu vai pra Tramandaí	-1.0	Negativo	Positivo	Positivo	Positivo
o ruim de tv acabo é isso, chove e começa a trava	-1.0	Positivo	Negativo	Negativo	Negativo
@Apple JÁ TAVA IRRITADA, AGORA TO COM O DEMÔNIO NO CORPO, MUITO OBRIGADA	-1.0	Negativo	Positivo	Negativo	Negativo
@g1 Enquanto aqui, a FARSANTE OPOSIÇÃO quer a cabeça do único que tem coragem de enfrentar o Governo. PSDB quer defenestrar Cunha, não Dilma	-1.0	Negativo	Negativo	Negativo	Negativo
Jogo de ontem me matou de cansado. Jogar dois dias seguidos, trabalhar o dia todo e ir pra facul ainda... Tem que ter energia	-1.0	Positivo	Positivo	Negativo	Positivo
